VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
,2020-01-31 18:57:00,2020-01-31 19:59:00,,19.73,,,41,72,,63.83,2.75,0.5,0,6.12,0.3,73.5,0
,2020-01-31 18:10:16,2020-01-31 18:46:24,,6.75,,,230,69,,35.49,2.75,0,0,0,0.3,38.54,0
,2020-01-31 18:44:00,2020-01-31 18:59:00,,1.25,,,74,42,,24.15,2.75,0.5,0,0,0.3,27.7,0
,2020-01-31 18:29:00,2020-01-31 19:03:26,,14.49,,,261,220,,48.34,2.75,0,0,2.8,0.3,54.19,0
,2020-01-31 18:37:18,2020-01-31 18:54:09,,2.85,,,90,231,,15.31,5.5,0,0,0,0.3,21.11,0
,2020-01-31 18:06:37,2020-01-31 18:33:59,,8.48,,,229,231,,24.08,2.75,0,0,0,0.3,27.13,0
,2020-01-31 18:52:04,2020-01-31 19:02:17,,1.63,,,231,232,,18.65,2.75,0,0,0,0.3,21.7,0
,2020-01-31 18:43:00,2020-01-31 19:01:00,,2.55,,,116,247,,15,5.5,0.5,0,0,0.3,21.3,0
,2020-01-31 05:36:11,2020-01-31 05:38:24,,.26,,,217,217,,13.04,2.75,0,0,0,0.3,16.09,0
,2020-01-31 05:05:00,2020-01-31 05:28:00,,4.57,,,173,179,,30.95,2.75,0.5,0,0,0.3,34.5,0
,2020-01-31 05:43:00,2020-01-31 06:34:00,,25.57,,,86,140,,57.17,2.75,0.5,0,6.12,0.3,66.84,0
,2020-01-31 05:29:00,2020-01-31 05:54:00,,14.03,,,223,231,,25.51,2.75,0.5,0,6.12,0.3,35.18,0
,2020-01-31 05:26:00,2020-01-31 05:54:00,,14.61,,,240,164,,38.54,2.75,0.5,0,6.12,0.3,48.21,0
,2020-01-31 05:13:00,2020-01-31 05:22:00,,4.29,,,92,28,,20.15,2.75,0.5,0,0,0.3,23.7,0
,2020-01-31 05:21:47,2020-01-31 05:33:21,,7.11,,,32,244,,23.18,2.75,0,0,0,0.3,26.23,0
,2020-01-31 05:21:50,2020-01-31 05:28:35,,2.10,,,10,205,,18.58,2.75,0,0,0,0.3,21.63,0
,2020-01-31 05:58:00,2020-01-31 06:48:52,,21.95,,,139,87,,52.38,2.75,0,0,6.12,0.3,61.55,0
,2020-01-31 05:52:33,2020-01-31 06:17:08,,6.40,,,188,137,,27.76,2.75,0.5,0,0,0.3,31.31,0
,2020-01-31 05:23:00,2020-01-31 05:48:00,,15.83,,,119,52,,40.68,2.75,0.5,0,6.12,0.3,50.35,0
,2020-01-31 05:28:00,2020-01-31 05:50:00,,8.99,,,76,149,,27.72,2.75,0.5,0,0,0.3,31.27,0
,2020-01-31 05:40:00,2020-01-31 06:16:00,,17.41,,,81,231,,53.2,2.75,0.5,0,6.12,0.3,62.87,0
,2020-01-31 06:08:00,2020-01-31 06:42:00,,8.10,,,173,186,,33.12,2.75,0.5,0,0,0.3,36.67,0
,2020-01-31 06:57:00,2020-01-31 07:40:00,,13.02,,,3,170,,50.54,2.75,0.5,0,6.12,0.3,60.21,0
,2020-01-31 06:04:00,2020-01-31 06:45:00,,15.46,,,19,170,,46.54,2.75,0.5,0,6.12,0.3,56.21,0
,2020-01-31 06:40:00,2020-01-31 07:19:00,,8.03,,,39,33,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 06:16:47,2020-01-31 07:00:35,,16.04,,,91,237,,55.73,2.75,0.5,0,6.12,0.3,65.4,0
,2020-01-31 06:22:00,2020-01-31 07:09:00,,16.12,,,17,42,,46.45,2.75,0.5,0,0,0.3,50,0
,2020-01-31 06:56:03,2020-01-31 07:23:59,,12.06,,,224,136,,51.55,2.75,0,0,0,0.3,54.6,0
,2020-01-31 06:49:00,2020-01-31 08:13:00,,15.39,,,203,65,,55.58,2.75,0.5,0,0,0.3,59.13,0
,2020-01-31 06:16:00,2020-01-31 06:49:00,,12.17,,,32,145,,34.92,2.75,0.5,0,6.12,0.3,44.59,0
,2020-01-31 06:00:00,2020-01-31 06:53:00,,28.77,,,117,107,,49.98,2.75,0.5,0,8.41,0.3,61.94,0
,2020-01-31 06:20:00,2020-01-31 06:46:00,,13.81,,,69,88,,35.77,2.75,0.5,0,6.12,0.3,45.44,0
,2020-01-31 06:07:00,2020-01-31 06:34:00,,9.86,,,3,75,,31.62,2.75,0.5,0,6.12,0.3,41.29,0
,2020-01-31 06:55:00,2020-01-31 07:33:00,,8.94,,,42,24,,26.67,2.75,0.5,0,0,0.3,30.22,0
,2020-01-31 06:35:00,2020-01-31 06:53:00,,3.44,,,25,17,,22.57,2.75,0.5,0,0,0.3,26.12,0
,2020-01-31 06:41:57,2020-01-31 07:19:28,,15.21,,,215,75,,45.75,5.5,0,0,6.12,0.3,57.67,0
,2020-01-31 06:55:00,2020-01-31 07:18:00,,6.35,,,121,129,,24.86,2.75,0.5,0,0,0.3,28.41,0
,2020-01-31 06:06:00,2020-01-31 06:49:00,,16.26,,,124,209,,39.06,2.75,0.5,0,6.12,0.3,48.73,0
,2020-01-31 06:18:54,2020-01-31 06:48:18,,10.39,,,220,213,,48.85,2.75,0,0,0,0.3,51.9,0
,2020-01-31 06:56:00,2020-01-31 07:43:00,,15.50,,,215,168,,48.37,2.75,0.5,0,6.12,0.3,58.04,0
,2020-01-31 06:59:00,2020-01-31 07:36:00,,9.71,,,188,226,,35.74,2.75,0.5,0,0,0.3,39.29,0
,2020-01-31 06:53:00,2020-01-31 07:02:00,,2.38,,,215,10,,18.08,2.75,0.5,0,0,0.3,21.63,0
,2020-01-31 06:23:00,2020-01-31 07:20:00,,21.23,,,203,140,,47.91,2.75,0.5,0,6.12,0.3,57.58,0
,2020-01-31 06:15:00,2020-01-31 06:30:00,,3.00,,,225,65,,20.43,2.75,0.5,0,0,0.3,23.98,0
,2020-01-31 06:43:00,2020-01-31 07:14:00,,10.15,,,37,89,,26.71,2.75,0.5,0,0,0.3,30.26,0
,2020-01-31 06:47:00,2020-01-31 07:04:00,,4.50,,,167,75,,17.7,2.75,0.5,0,6.12,0.3,27.37,0
,2020-01-31 06:52:00,2020-01-31 07:26:00,,8.28,,,169,239,,51.05,2.75,0.5,0,0,0.3,54.6,0
,2020-01-31 06:52:54,2020-01-31 07:10:40,,4.04,,,61,232,,25.43,2.75,0.5,0,0,0.3,28.98,0
,2020-01-31 06:48:03,2020-01-31 07:01:44,,2.76,,,17,65,,20.93,2.75,0,0,0,0.3,23.98,0
,2020-01-31 06:20:45,2020-01-31 06:36:47,,3.12,,,177,256,,22.81,0,0,0,0,0.3,23.11,0
,2020-01-31 06:47:00,2020-01-31 07:17:00,,5.37,,,71,65,,24.9,2.75,0.5,0,0,0.3,28.45,0
,2020-01-31 06:46:33,2020-01-31 07:22:30,,7.35,,,91,33,,30.6,2.75,0,0,0,0.3,33.65,0
,2020-01-31 06:42:10,2020-01-31 07:05:02,,9.11,,,74,231,,29.29,2.75,0,0,0,0.3,32.34,0
,2020-01-31 06:27:25,2020-01-31 07:07:45,,14.86,,,225,166,,35.72,2.75,0,0,6.12,0.3,44.89,0
,2020-01-31 06:35:29,2020-01-31 07:07:00,,9.57,,,177,107,,28.26,2.75,0,0,0,0.3,31.31,0
,2020-01-31 06:18:25,2020-01-31 06:40:44,,3.62,,,61,157,,27.37,0,0,0,0,0.3,27.67,0
,2020-01-31 06:32:00,2020-01-31 07:03:00,,14.15,,,197,75,,33.19,5.5,0.5,0,6.12,0.3,45.61,0
,2020-01-31 06:34:26,2020-01-31 07:12:45,,13.38,,,205,179,,55.12,2.75,0,0,0,0.3,58.17,0
,2020-01-31 12:14:00,2020-01-31 12:43:00,,6.82,,,232,75,,28.79,2.75,0.5,0,0,0.3,32.34,0
,2020-01-31 12:27:24,2020-01-31 13:15:52,,27.46,,,261,218,,52.38,2.75,0,0,6.12,0.3,61.55,0
,2020-01-31 12:17:49,2020-01-31 12:59:34,,12.76,,,231,167,,48.69,2.75,0,0,0,0.3,51.74,0
,2020-01-31 12:46:00,2020-01-31 13:06:00,,4.86,,,263,119,,23.82,2.75,0.5,0,0,0.3,27.37,0
,2020-01-31 12:22:00,2020-01-31 12:53:00,,8.33,,,170,167,,34.99,2.75,0.5,0,0,0.3,38.54,0
,2020-01-31 12:58:00,2020-01-31 13:11:00,,2.45,,,136,31,,13.38,2.75,0.5,0,0,0.3,16.93,0
,2020-01-31 12:11:00,2020-01-31 12:30:00,,5.28,,,242,241,,30.3,2.75,0.5,0,0,0.3,33.85,0
,2020-01-31 12:09:00,2020-01-31 13:02:00,,13.27,,,143,213,,37.37,2.75,0.5,0,0,0.3,40.92,0
,2020-01-31 12:02:42,2020-01-31 12:15:22,,1.92,,,42,41,,17.69,2.75,0,0,0,0.3,20.74,0
,2020-01-31 12:49:31,2020-01-31 13:14:42,,2.85,,,239,140,,19.05,2.75,0,0,0,0.3,22.1,0
,2020-01-31 12:40:00,2020-01-31 12:59:00,,2.43,,,247,159,,14.05,2.75,0.5,0,0,0.3,17.6,0
,2020-01-31 12:15:00,2020-01-31 12:19:00,,.48,,,69,47,,24.05,2.75,0.5,0,0,0.3,27.6,0
,2020-01-31 12:14:08,2020-01-31 12:36:48,,7.77,,,14,89,,29.73,2.75,0,0,0,0.3,32.78,0
,2020-01-31 12:54:58,2020-01-31 13:33:48,,8.01,,,226,24,,22.74,2.75,0,0,6.12,0.3,31.91,0
,2020-01-31 12:30:00,2020-01-31 13:05:00,,14.61,,,231,223,,25.51,2.75,0.5,0,6.12,0.3,35.18,0
,2020-01-31 12:32:00,2020-01-31 12:48:00,,2.33,,,68,163,,19.73,2.75,0.5,0,0,0.3,23.28,0
,2020-01-31 12:19:00,2020-01-31 12:50:00,,5.86,,,76,17,,22.81,2.75,0.5,0,0,0.3,26.36,0
,2020-01-31 12:14:00,2020-01-31 12:51:00,,10.86,,,130,193,,35.42,2.75,0.5,0,0,0.3,38.97,0
,2020-01-31 12:57:00,2020-01-31 13:38:00,,6.62,,,79,239,,23.58,2.75,0.5,0,0,0.3,27.13,0
,2020-01-31 12:00:00,2020-01-31 12:39:00,,7.29,,,181,76,,27.53,2.75,0.5,0,0,0.3,31.08,0
,2020-01-31 12:08:00,2020-01-31 12:46:00,,5.25,,,107,151,,23.58,2.75,0.5,0,0,0.3,27.13,0
,2020-01-31 12:08:06,2020-01-31 12:26:36,,3.82,,,92,16,,27.06,2.75,0,0,0,0.3,30.11,0
,2020-01-31 12:47:30,2020-01-31 13:04:56,,5.81,,,16,265,,40.16,2.75,0,0,0,0.3,43.21,0
,2020-01-31 12:06:45,2020-01-31 12:38:09,,9.65,,,137,244,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 12:52:00,2020-01-31 13:32:00,,14.05,,,107,185,,47.63,2.75,0.5,0,6.12,0.3,57.3,0
,2020-01-31 12:50:55,2020-01-31 13:12:11,,5.25,,,68,232,,18.06,2.75,0,0,0,0.3,21.11,0
,2020-01-31 12:42:31,2020-01-31 13:02:21,,6.00,,,243,238,,32.45,2.75,0.5,0,0,0.3,36,0
,2020-01-31 12:57:00,2020-01-31 13:40:00,,15.59,,,25,213,,46.13,2.75,0.5,0,6.12,0.3,55.8,0
,2020-01-31 12:51:00,2020-01-31 13:13:00,,8.20,,,107,82,,31.28,2.75,0.5,0,0,0.3,34.83,0
,2020-01-31 12:04:00,2020-01-31 12:28:00,,3.84,,,97,36,,22.57,2.75,0.5,0,0,0.3,26.12,0
,2020-01-31 12:07:07,2020-01-31 12:24:30,,8.32,,,42,107,,31.81,2.75,0,0,0,0.3,34.86,0
,2020-01-31 12:31:11,2020-01-31 13:02:24,,8.84,,,232,188,,25.29,2.75,0,0,6.12,0.3,34.46,0
,2020-01-31 12:56:54,2020-01-31 13:13:18,,2.57,,,179,226,,19.06,0,0,0,0,0.3,19.36,0
,2020-01-31 12:54:03,2020-01-31 12:55:28,,.00,,,179,179,,16.83,2.75,0,0,0,0.3,19.88,0
,2020-01-31 12:03:25,2020-01-31 12:20:22,,3.26,,,247,75,,24.32,2.75,0,0,0,0.3,27.37,0
,2020-01-31 12:10:00,2020-01-31 13:10:00,,12.61,,,137,222,,35.65,2.75,0.5,0,0,0.3,39.2,0
,2020-01-31 12:05:47,2020-01-31 12:54:46,,25.74,,,26,259,,67.14,2.75,0,0,6.12,0.3,76.31,0
,2020-01-31 12:10:00,2020-01-31 12:19:00,,1.74,,,76,39,,14.93,2.75,0.5,0,0,0.3,18.48,0
,2020-01-31 12:16:00,2020-01-31 12:36:00,,4.66,,,148,25,,20.02,2.75,0.5,0,0,0.3,23.57,0
,2020-01-31 12:28:23,2020-01-31 12:39:11,,1.44,,,43,74,,20.65,2.75,0,0,0,0.3,23.7,0
,2020-01-31 12:03:00,2020-01-31 12:41:00,,11.37,,,258,100,,35.48,2.75,0.5,0,6.12,0.3,45.15,0
,2020-01-31 12:19:28,2020-01-31 12:30:01,,1.59,,,163,238,,17.44,2.75,0,0,0,0.3,20.49,0
,2020-01-31 12:04:00,2020-01-31 12:36:00,,15.89,,,20,88,,55.73,2.75,0.5,0,6.12,0.3,65.4,0
,2020-01-31 12:44:02,2020-01-31 13:11:10,,3.91,,,130,205,,31.57,2.75,0,0,0,0.3,34.62,0
,2020-01-31 12:36:00,2020-01-31 12:49:00,,1.51,,,77,76,,14.93,2.75,0.5,0,0,0.3,18.48,0
,2020-01-31 12:38:07,2020-01-31 13:08:39,,11.19,,,161,111,,36.99,2.75,0.5,0,6.12,0.3,46.66,0
,2020-01-31 12:16:15,2020-01-31 13:02:22,,7.04,,,90,65,,25.95,2.75,0,0,0,0.3,29,0
,2020-01-31 13:42:36,2020-01-31 14:09:30,,6.56,,,113,24,,32.01,0,0,0,0,0.3,32.31,0
,2020-01-31 13:56:00,2020-01-31 14:34:00,,10.05,,,61,229,,34.12,2.75,0.5,0,0,0.3,37.67,0
,2020-01-31 13:10:00,2020-01-31 13:33:00,,10.60,,,74,65,,45.65,2.75,0.5,0,0,0.3,49.2,0
,2020-01-31 18:22:00,2020-01-31 18:36:00,,1.21,,,170,224,,13.16,2.75,0.5,0,0,0.3,16.71,0
,2020-01-31 18:33:00,2020-01-31 19:03:00,,7.00,,,52,71,,24.9,2.75,0.5,0,0,0.3,28.45,0
,2020-01-31 18:08:00,2020-01-31 18:45:00,,8.16,,,223,225,,32.59,2.75,0.5,0,0,0.3,36.14,0
,2020-01-31 18:23:00,2020-01-31 19:08:00,,8.19,,,234,159,,32.04,2.75,0.5,0,0,0.3,35.59,0
,2020-01-31 18:14:07,2020-01-31 18:55:56,,14.18,,,247,28,,41.34,2.75,0,0,6.12,0.3,50.51,0
,2020-01-31 18:09:00,2020-01-31 18:36:00,,4.04,,,140,42,,24.17,2.75,0.5,0,0,0.3,27.72,0
,2020-01-31 18:09:13,2020-01-31 18:21:54,,1.70,,,45,232,,8.65,8.25,0,0,0,0.3,17.2,0
,2020-01-31 18:42:43,2020-01-31 18:51:45,,1.38,,,79,137,,13.66,2.75,0,0,0,0.3,16.71,0
,2020-01-31 18:28:00,2020-01-31 19:10:00,,13.06,,,125,47,,43.13,2.75,0.5,0,0,0.3,46.68,0
,2020-01-31 18:49:00,2020-01-31 18:54:00,,.87,,,144,209,,18.15,2.75,0.5,0,0,0.3,21.7,0
,2020-01-31 18:04:55,2020-01-31 18:30:44,,5.90,,,100,166,,29.26,2.75,0,0,0,0.3,32.31,0
,2020-01-31 18:42:00,2020-01-31 19:13:00,,11.73,,,33,74,,45.65,2.75,0.5,0,0,0.3,49.2,0
,2020-01-31 18:11:00,2020-01-31 19:03:00,,7.67,,,33,39,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 18:04:00,2020-01-31 18:54:00,,18.78,,,87,51,,57.88,2.75,0.5,0,6.12,0.3,67.55,0
,2020-01-31 18:25:00,2020-01-31 19:28:00,,15.79,,,69,188,,40.45,2.75,0.5,0,6.12,0.3,50.12,0
,2020-01-31 18:52:00,2020-01-31 19:27:00,,7.87,,,209,77,,37.77,2.75,0.5,0,0,0.3,41.32,0
,2020-01-31 18:24:40,2020-01-31 19:03:30,,11.23,,,37,131,,51.55,2.75,0,0,0,0.3,54.6,0
,2020-01-31 18:55:00,2020-01-31 19:39:00,,17.89,,,100,205,,53.8,2.75,0.5,0,0,0.3,57.35,0
,2020-01-31 18:30:00,2020-01-31 19:10:00,,9.60,,,49,197,,42.95,2.75,0.5,0,0,0.3,46.5,0
,2020-01-31 18:10:00,2020-01-31 19:41:00,,28.61,,,48,203,,47.68,2.75,0.5,0,6.12,0.3,57.35,0
,2020-01-31 18:40:47,2020-01-31 18:55:50,,2.98,,,74,159,,24.32,2.75,0,0,0,0.3,27.37,0
,2020-01-31 18:55:02,2020-01-31 19:06:47,,2.66,,,45,25,,32.95,2.75,0,0,0,0.3,36,0
,2020-01-31 18:54:00,2020-01-31 19:26:00,,9.60,,,129,143,,40.2,5.5,0.5,0,0,0.3,46.5,0
,2020-01-31 18:50:45,2020-01-31 19:58:46,,15.35,,,155,107,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 18:51:00,2020-01-31 19:57:00,,27.09,,,140,117,,66.33,2.75,0.5,0,6.12,0.3,76,0
,2020-01-31 18:26:08,2020-01-31 19:13:50,,17.13,,,229,155,,40.12,2.75,0,0,6.12,0.3,49.29,0
,2020-01-31 18:21:38,2020-01-31 19:05:52,,15.93,,,79,51,,46.03,2.75,0,0,6.12,0.3,55.2,0
,2020-01-31 18:40:29,2020-01-31 19:15:03,,11.53,,,97,41,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 18:03:02,2020-01-31 18:37:10,,7.85,,,164,116,,32.91,2.75,0,0,0,0.3,35.96,0
,2020-01-31 18:35:00,2020-01-31 19:09:00,,11.88,,,53,42,,37.18,2.75,0.5,0,6.12,0.3,46.85,0
,2020-01-31 18:00:00,2020-01-31 18:30:00,,6.72,,,161,82,,25.16,2.75,0.5,0,6.12,0.3,34.83,0
,2020-01-31 18:04:00,2020-01-31 19:15:00,,16.94,,,186,205,,58.43,2.75,0.5,0,6.12,0.3,68.1,0
,2020-01-31 18:37:26,2020-01-31 19:06:56,,5.97,,,261,230,,25.78,2.75,0,0,0,0.3,28.83,0
,2020-01-31 18:27:00,2020-01-31 19:16:00,,8.52,,,234,37,,35.65,2.75,0.5,0,0,0.3,39.2,0
,2020-01-31 18:54:54,2020-01-31 19:25:28,,10.07,,,262,92,,36.79,2.75,0,0,6.12,0.3,45.96,0
,2020-01-31 18:26:00,2020-01-31 18:41:00,,1.72,,,69,244,,17.75,2.75,0.5,0,0,0.3,21.3,0
,2020-01-31 18:11:00,2020-01-31 19:20:00,,17.70,,,140,30,,57.17,2.75,0.5,0,6.12,0.3,66.84,0
,2020-01-31 18:25:00,2020-01-31 19:00:00,,8.45,,,68,196,,29.85,2.75,0.5,0,6.12,0.3,39.52,0
,2020-01-31 18:00:00,2020-01-31 18:11:00,,1.33,,,7,7,,16.33,2.75,0.5,0,0,0.3,19.88,0
,2020-01-31 18:31:00,2020-01-31 18:59:00,,5.28,,,89,76,,23.33,2.75,0.5,0,0,0.3,26.88,0
,2020-01-31 18:11:47,2020-01-31 18:20:14,,1.04,,,263,75,,16.58,2.75,0,0,0,0.3,19.63,0
,2020-01-31 18:33:00,2020-01-31 19:18:00,,10.51,,,4,169,,37.99,2.75,0.5,0,0,0.3,41.54,0
,2020-01-31 18:47:00,2020-01-31 18:57:00,,1.43,,,68,113,,16.12,2.75,0.5,0,0,0.3,19.67,0
,2020-01-31 18:27:05,2020-01-31 19:17:54,,19.42,,,68,210,,35.85,2.75,0,0,6.12,0.3,45.02,0
,2020-01-31 18:23:00,2020-01-31 19:12:00,,13.86,,,216,66,,55.58,2.75,0.5,0,0,0.3,59.13,0
,2020-01-31 18:21:34,2020-01-31 19:01:47,,5.53,,,209,188,,29.45,2.75,0,0,0,0.3,32.5,0
,2020-01-31 18:31:00,2020-01-31 19:10:00,,6.42,,,230,168,,31.74,2.75,0.5,0,0,0.3,35.29,0
,2020-01-31 18:53:00,2020-01-31 19:20:00,,7.72,,,113,152,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 18:07:00,2020-01-31 18:52:00,,15.71,,,76,213,,58.43,2.75,0.5,0,6.12,0.3,68.1,0
,2020-01-31 18:03:31,2020-01-31 18:16:52,,1.52,,,33,189,,56.08,2.75,0,0,0,0.3,59.13,0
,2020-01-31 18:57:00,2020-01-31 19:17:00,,9.15,,,38,180,,25.74,2.75,0.5,0,0,0.3,29.29,0
,2020-01-31 18:05:00,2020-01-31 18:44:00,,11.37,,,177,205,,45.65,2.75,0.5,0,0,0.3,49.2,0
,2020-01-31 18:40:00,2020-01-31 19:11:36,,10.62,,,256,178,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 18:29:00,2020-01-31 19:05:00,,18.56,,,137,29,,39.48,2.75,0.5,0,6.12,0.3,49.15,0
,2020-01-31 18:53:00,2020-01-31 19:22:00,,6.39,,,41,212,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 18:06:00,2020-01-31 18:58:00,,12.50,,,97,219,,51.05,2.75,0.5,0,0,0.3,54.6,0
,2020-01-31 18:00:43,2020-01-31 18:51:29,,14.23,,,198,168,,42.73,2.75,0,0,6.12,0.3,51.9,0
,2020-01-31 18:24:47,2020-01-31 18:51:22,,3.54,,,241,254,,30.07,2.75,0,0,0,0.3,33.12,0
,2020-01-31 19:40:00,2020-01-31 21:14:00,,17.15,,,140,89,,41.18,2.75,0.5,0,0,0.3,44.73,0
,2020-01-31 19:57:00,2020-01-31 20:29:00,,8.92,,,233,243,,36.7,5.5,0.5,0,0,0.3,43,0
,2020-01-31 19:07:00,2020-01-31 19:49:00,,8.11,,,72,232,,28.18,0,0.5,0,0,0.3,28.98,0
,2020-01-31 19:14:00,2020-01-31 19:58:00,,21.23,,,67,212,,48.73,2.75,0.5,0,12.24,0.3,64.52,0
,2020-01-31 19:10:00,2020-01-31 19:39:00,,5.17,,,90,74,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 19:59:00,2020-01-31 20:30:00,,4.16,,,254,235,,24.36,2.75,0.5,0,0,0.3,27.91,0
,2020-01-31 19:13:00,2020-01-31 19:43:00,,9.79,,,41,254,,36.16,2.75,0.5,0,0,0.3,39.71,0
,2020-01-31 19:44:34,2020-01-31 20:39:38,,9.90,,,94,140,,39.85,2.75,0,0,0,0.3,42.9,0
,2020-01-31 19:19:00,2020-01-31 19:57:00,,9.76,,,247,90,,42.95,2.75,0.5,0,0,0.3,46.5,0
,2020-01-31 19:15:00,2020-01-31 19:39:00,,5.42,,,137,75,,22.19,2.75,0.5,0,0,0.3,25.74,0
,2020-01-31 19:42:00,2020-01-31 20:26:00,,12.93,,,177,117,,43.36,2.75,0.5,0,2.29,0.3,49.2,0
,2020-01-31 19:09:57,2020-01-31 19:32:29,,7.85,,,244,208,,28.92,2.75,0,0,0,0.3,31.97,0
,2020-01-31 19:48:00,2020-01-31 20:34:00,,9.38,,,88,35,,39.45,2.75,0.5,0,0,0.3,43,0
,2020-01-31 19:52:00,2020-01-31 19:52:00,,.00,,,237,237,,36.24,2.75,0.5,0,0,0.3,39.79,0
,2020-01-31 19:43:00,2020-01-31 20:31:00,,14.87,,,75,62,,30.09,2.75,0.5,0,6.12,0.3,39.76,0
,2020-01-31 19:15:10,2020-01-31 19:46:06,,11.26,,,4,60,,45.43,2.75,0,0,6.12,0.3,54.6,0
,2020-01-31 19:59:00,2020-01-31 20:36:00,,12.20,,,168,36,,42.23,2.75,0.5,0,6.12,0.3,51.9,0
,2020-01-31 19:36:49,2020-01-31 19:43:55,,1.30,,,50,100,,17.13,2.75,0,0,0,0.3,20.18,0
,2020-01-31 19:00:00,2020-01-31 19:18:00,,2.38,,,68,224,,16.12,2.75,0.5,0,0,0.3,19.67,0
,2020-01-31 19:18:00,2020-01-31 19:38:00,,4.26,,,155,35,,25.77,2.75,0.5,0,0,0.3,29.32,0
,2020-01-31 19:09:00,2020-01-31 19:13:00,,.59,,,263,262,,16.08,2.75,0.5,0,0,0.3,19.63,0
,2020-01-31 19:53:15,2020-01-31 20:25:50,,5.52,,,113,7,,17.85,2.75,0,0,6.12,0.3,27.02,0
,2020-01-31 19:10:00,2020-01-31 19:39:00,,10.07,,,74,51,,39.2,2.75,0.5,0,0,0.3,42.75,0
,2020-01-31 19:37:00,2020-01-31 21:42:00,,19.84,,,75,71,,89.95,2.75,0.5,0,0,0.3,93.5,0
,2020-01-31 19:21:00,2020-01-31 19:55:00,,17.19,,,74,191,,51.88,2.75,0.5,0,12.24,0.3,67.67,0
,2020-01-31 19:19:00,2020-01-31 20:25:00,,19.65,,,41,215,,56.45,2.75,0.5,0,0,0.3,60,0
,2020-01-31 19:00:00,2020-01-31 19:27:00,,4.95,,,97,133,,19.86,2.75,0.5,0,0,0.3,23.41,0
,2020-01-31 19:27:08,2020-01-31 19:28:41,,.20,,,256,256,,29.45,2.75,0,0,0,0.3,32.5,0
,2020-01-31 19:53:00,2020-01-31 20:22:00,,13.51,,,140,259,,38.87,2.75,0.5,0,6.12,0.3,48.54,0
,2020-01-31 19:46:00,2020-01-31 19:58:00,,1.29,,,188,89,,13.45,2.75,0.5,0,0,0.3,17,0
,2020-01-31 19:10:00,2020-01-31 19:46:00,,11.15,,,107,169,,37.99,2.75,0.5,0,0,0.3,41.54,0
,2020-01-31 19:42:00,2020-01-31 19:57:00,,3.20,,,79,97,,24.05,2.75,0.5,0,0,0.3,27.6,0
,2020-01-31 19:56:43,2020-01-31 20:24:10,,13.28,,,233,254,,36.9,5.5,0,0,6.12,0.3,48.82,0
,2020-01-31 19:02:00,2020-01-31 19:24:00,,1.64,,,237,229,,12.32,2.75,0.5,0,0,0.3,15.87,0
,2020-01-31 19:39:20,2020-01-31 20:01:09,,3.05,,,244,42,,15.85,8.25,0,0,0,0.3,24.4,0
,2020-01-31 19:15:43,2020-01-31 19:31:33,,3.93,,,168,120,,19.66,2.75,0,0,0,0.3,22.71,0
,2020-01-31 19:17:00,2020-01-31 19:59:00,,12.14,,,25,74,,41.41,2.75,0.5,0,0,0.3,44.96,0
,2020-01-31 19:56:37,2020-01-31 20:09:55,,2.27,,,41,75,,17.9,5.5,0,0,0,0.3,23.7,0
,2020-01-31 19:54:00,2020-01-31 20:34:00,,7.53,,,4,77,,35.65,2.75,0.5,0,0,0.3,39.2,0
,2020-01-31 19:44:07,2020-01-31 20:00:00,,3.96,,,244,119,,19.66,2.75,0,0,0,0.3,22.71,0
,2020-01-31 19:31:00,2020-01-31 19:47:00,,3.47,,,236,42,,25.61,0,0.5,0,0,0.3,26.41,0
,2020-01-31 19:22:09,2020-01-31 19:54:42,,19.26,,,116,191,,44.71,5.5,0,0,6.12,0.3,56.63,0
,2020-01-31 13:36:00,2020-01-31 13:51:00,,4.42,,,192,129,,31.84,2.75,0.5,0,0,0.3,35.39,0
,2020-01-31 13:07:00,2020-01-31 13:19:00,,3.20,,,56,135,,31.84,2.75,0.5,0,0,0.3,35.39,0
,2020-01-31 13:32:00,2020-01-31 14:01:00,,10.18,,,234,228,,26.37,2.75,0.5,0,6.12,0.3,36.04,0
,2020-01-31 13:48:21,2020-01-31 13:57:19,,1.56,,,158,246,,18.06,2.75,0,0,0,0.3,21.11,0
,2020-01-31 13:03:12,2020-01-31 13:30:17,,12.25,,,7,209,,42.73,2.75,0,0,6.12,0.3,51.9,0
,2020-01-31 13:05:00,2020-01-31 14:00:00,,14.54,,,141,259,,44.99,2.75,0.5,0,0,0.3,48.54,0
